"country","year","currency","inflation","stockmarket","domdebt","extdebt","banking"
"Angola",1996,1,1,NA,1,1,1
"Angola",1997,1,1,NA,1,1,1
"Angola",1998,1,1,NA,1,1,1
"Angola",1999,2,1,NA,1,1,0
"Angola",2000,1,1,NA,1,1,0
"Angola",2001,1,1,NA,1,1,0
"Zambia",1964,0,0,0,0,0,0
"Zambia",1965,0,0,0,0,0,0
"Zambia",1966,0,0,0,0,0,0
"Zambia",1967,0,0,0,0,0,0
"Zambia",1968,0,0,0,0,0,0
"Zambia",1969,0,0,0,0,0,0
"Zambia",1970,0,0,0,0,0,0
"Zambia",1971,0,0,0,0,0,0
"Zambia",1972,0,0,0,0,0,0
"Zambia",1973,0,0,0,0,0,0
"Zambia",1974,0,0,0,0,0,0
"Zambia",1975,0,0,0,0,0,0
"Zambia",1976,0,0,0,0,0,0
"Zambia",1977,1,0,0,0,0,0
"Zambia",1978,0,0,0,0,0,0
"Zambia",1979,0,0,0,0,0,0
"Zambia",1980,0,0,0,0,0,0
"Zambia",1981,0,0,0,0,0,0
"Zambia",1982,0,0,0,0,0,0
"Zambia",1983,1,0,0,0,1,0
"Zambia",1984,1,1,0,0,1,0
"Zambia",1985,1,1,0,0,1,0
"Zambia",1986,1,1,0,0,1,0
"Zambia",1987,0,1,0,0,1,0
"Zambia",1988,1,1,0,0,1,0
"Zambia",1989,1,1,0,0,1,0
"Zambia",1990,1,1,0,0,1,0
"Zambia",1991,1,1,0,0,1,0
"Zambia",1992,1,1,0,0,1,0
"Zambia",1993,1,1,0,0,1,0
"Zambia",1994,1,1,0,0,1,0
"Zambia",1995,1,1,0,0,0,1
"Zambia",1996,1,1,0,0,0,0
"Zambia",1997,0,1,0,0,0,0
"Zambia",1998,1,1,1,0,0,0
"Zambia",1999,0,1,1,0,0,0
"Zambia",2000,1,1,0,0,0,0
"Zambia",2001,0,1,1,0,0,0
"Zimbabwe",1970,0,0,0,0,1,0
"Zimbabwe",1971,0,0,0,0,1,0
"Zimbabwe",1972,0,0,0,0,1,0
"Zimbabwe",1973,0,0,0,0,1,0
"Zimbabwe",1974,0,0,0,0,1,0
"Zimbabwe",1975,0,0,0,0,0,0
"Zimbabwe",1976,0,0,1,0,0,0
"Zimbabwe",1977,1,0,1,0,0,0
"Zimbabwe",1978,0,0,1,0,0,0
"Zimbabwe",1979,0,0,0,0,0,0
"Zimbabwe",1980,0,0,1,0,0,0
"Zimbabwe",1981,0,0,1,0,0,0
"Zimbabwe",1982,1,0,1,0,0,0
"Zimbabwe",1983,1,1,1,0,0,0
"Zimbabwe",1984,1,1,1,0,0,0
"Zimbabwe",1985,0,0,0,0,0,0
"Zimbabwe",1986,0,0,1,0,0,0
"Zimbabwe",1987,0,0,0,0,0,0
"Zimbabwe",1988,1,0,0,0,0,0
"Zimbabwe",1989,1,0,0,0,0,0
"Zimbabwe",1990,1,0,1,0,0,0
"Zimbabwe",1991,1,1,1,0,0,0
"Zimbabwe",1992,0,1,1,0,0,0
"Zimbabwe",1993,1,1,0,0,0,0
"Zimbabwe",1994,1,1,1,0,0,0
"Zimbabwe",1995,0,1,1,0,0,1
"Zimbabwe",1996,1,1,0,0,0,1
"Zimbabwe",1997,1,0,1,0,0,1
"Zimbabwe",1998,1,1,1,0,0,1
"Zimbabwe",1999,0,1,0,0,0,1
"Zimbabwe",2000,1,1,0,0,1,1
"Zimbabwe",2001,0,1,1,0,1,1
"South Africa",1910,0,0,0,0,0,0
"South Africa",1911,0,0,0,0,0,0
"South Africa",1912,0,0,0,0,0,0
"South Africa",1913,0,0,0,0,0,0
"South Africa",1914,0,0,0,0,0,0
"South Africa",1915,0,0,0,0,0,0
"South Africa",1916,0,0,0,0,0,0
"South Africa",1917,0,0,0,0,0,0
"South Africa",1918,0,0,0,0,0,0
"South Africa",1919,0,0,0,0,0,0
"South Africa",1920,0,1,1,0,0,0
"South Africa",1921,0,0,0,0,0,0
"South Africa",1922,0,0,0,0,0,0
"South Africa",1923,0,0,0,0,0,0
"South Africa",1924,0,0,0,0,0,0
"South Africa",1925,0,0,0,0,0,0
"South Africa",1926,0,0,0,0,0,0
"South Africa",1927,0,0,0,0,0,0
"South Africa",1928,0,0,0,0,0,0
"South Africa",1929,0,0,1,0,0,0
"South Africa",1930,0,0,1,0,0,0
"South Africa",1931,0,0,1,0,0,0
"South Africa",1932,0,0,1,0,0,0
"South Africa",1933,1,0,0,0,0,0
"South Africa",1934,0,0,0,0,0,0
"South Africa",1935,0,0,0,0,0,0
"South Africa",1936,0,0,0,0,0,0
"South Africa",1937,0,0,1,0,0,0
"South Africa",1938,0,0,1,0,0,0
"South Africa",1939,0,0,1,0,0,0
"South Africa",1940,1,0,1,0,0,0
"South Africa",1941,0,0,0,0,0,0
"South Africa",1942,0,0,0,0,0,0
"South Africa",1943,0,0,0,0,0,0
"South Africa",1944,0,0,0,0,0,0
"South Africa",1945,0,0,0,0,0,0
"South Africa",1946,0,0,0,0,0,0
"South Africa",1947,0,0,0,0,0,0
"South Africa",1948,0,0,1,0,0,0
"South Africa",1949,0,0,1,0,0,0
"South Africa",1950,1,0,1,0,0,0
"South Africa",1951,0,0,1,0,0,0
"South Africa",1952,0,0,1,0,0,0
"South Africa",1953,0,0,1,0,0,0
"South Africa",1954,0,0,0,0,0,0
"South Africa",1955,0,0,0,0,0,0
"South Africa",1956,0,0,0,0,0,0
"South Africa",1957,0,0,0,0,0,0
"South Africa",1958,0,0,0,0,0,0
"South Africa",1959,0,0,0,0,0,0
"South Africa",1960,0,0,0,0,0,0
"South Africa",1961,0,0,0,0,0,0
"South Africa",1962,0,0,0,0,0,0
"South Africa",1963,0,0,0,0,0,0
"South Africa",1964,0,0,0,0,0,0
"South Africa",1965,0,0,0,0,0,0
"South Africa",1966,0,0,0,0,0,0
"South Africa",1967,2,0,0,0,0,0
"South Africa",1968,0,0,0,0,0,0
"South Africa",1969,0,0,1,0,0,0
"South Africa",1970,0,0,1,0,0,0
"South Africa",1971,0,0,1,0,0,0
"South Africa",1972,0,0,0,0,0,0
"South Africa",1973,0,0,1,0,0,0
"South Africa",1974,0,0,1,0,0,0
"South Africa",1975,0,0,1,0,0,0
"South Africa",1976,0,0,1,0,0,0
"South Africa",1977,0,0,0,0,0,1
"South Africa",1978,0,0,0,0,0,1
"South Africa",1979,0,0,0,0,0,0
"South Africa",1980,0,0,0,0,0,0
"South Africa",1981,1,0,0,0,0,0
"South Africa",1982,0,0,0,0,0,0
"South Africa",1983,0,0,0,0,0,0
"South Africa",1984,1,0,0,0,0,0
"South Africa",1985,1,0,0,0,1,0
"South Africa",1986,0,0,0,0,1,0
"South Africa",1987,0,0,0,0,1,0
"South Africa",1988,1,0,0,0,0,0
"South Africa",1989,0,0,0,0,1,1
"South Africa",1990,0,0,0,0,0,0
"South Africa",1991,0,0,0,0,0,0
"South Africa",1992,0,0,0,0,0,0
"South Africa",1993,0,0,0,0,1,0
"South Africa",1994,0,0,0,0,0,0
"South Africa",1995,0,0,1,0,0,0
"South Africa",1996,1,0,1,0,0,0
"South Africa",1997,0,0,1,0,0,0
"South Africa",1998,1,0,1,0,0,0
"South Africa",1999,0,0,0,0,0,0
"South Africa",2000,1,0,0,0,0,0
"South Africa",2001,1,0,0,0,0,0
"Mauritius",1968,0,0,0,0,0,0
"Mauritius",1969,0,0,0,0,0,0
"Mauritius",1970,0,0,0,0,0,0
"Mauritius",1971,0,0,0,0,0,0
"Mauritius",1972,0,0,0,0,0,0
"Mauritius",1973,0,1,0,0,0,0
"Mauritius",1974,0,1,0,0,0,0
"Mauritius",1975,0,0,0,0,0,0
"Mauritius",1976,0,0,0,0,0,0
"Mauritius",1977,0,0,0,0,0,0
"Mauritius",1978,0,0,0,0,0,0
"Mauritius",1979,1,1,0,0,0,0
"Mauritius",1980,0,1,0,0,0,0
"Mauritius",1981,1,1,0,0,0,0
"Mauritius",1982,0,0,0,0,0,0
"Mauritius",1983,1,0,0,0,0,0
"Mauritius",1984,1,0,0,0,0,0
"Mauritius",1985,0,0,0,0,0,0
"Mauritius",1986,0,0,0,0,0,0
"Mauritius",1987,0,0,0,0,0,0
"Mauritius",1988,0,0,0,0,0,0
"Mauritius",1989,0,0,0,0,0,0
"Mauritius",1990,0,0,0,0,0,0
"Mauritius",1991,0,0,0,0,0,0
"Mauritius",1992,0,0,0,0,0,0
"Mauritius",1993,0,0,0,0,0,0
"Mauritius",1994,0,0,0,0,0,0
"Mauritius",1995,0,0,1,0,0,0
"Mauritius",1996,0,0,1,0,0,0
"Mauritius",1997,1,0,0,0,0,0
"Mauritius",1998,0,0,0,0,0,0
"Mauritius",1999,0,0,1,0,0,0
"Mauritius",2000,0,0,1,0,0,0
"Mauritius",2001,0,0,1,0,0,0
"Morocco",1816,0,0,NA,0,0,0
"Morocco",1817,0,0,NA,0,0,0
"Morocco",1818,0,0,NA,0,0,0
"Morocco",1819,0,0,NA,0,0,0
"Morocco",1820,0,0,NA,0,0,0
"Morocco",1821,0,0,NA,0,0,0
"Morocco",1822,0,0,NA,0,0,0
"Morocco",1823,0,0,NA,0,0,0
"Morocco",1824,0,0,NA,0,0,0
"Morocco",1825,0,0,NA,0,0,0
"Morocco",1826,0,0,NA,0,0,0
"Morocco",1827,0,0,NA,0,0,0
"Morocco",1828,0,0,NA,0,0,0
"Morocco",1829,0,0,NA,0,0,0
"Morocco",1830,0,0,NA,0,0,0
"Morocco",1831,0,0,NA,0,0,0
"Morocco",1832,0,0,NA,0,0,0
"Morocco",1833,0,0,NA,0,0,0
"Morocco",1834,0,0,NA,0,0,0
"Morocco",1835,0,0,NA,0,0,0
"Morocco",1836,0,0,NA,0,0,0
"Morocco",1837,0,0,NA,0,0,0
"Morocco",1838,0,0,NA,0,0,0
"Morocco",1839,0,0,NA,0,0,0
"Morocco",1840,0,0,NA,0,0,0
"Morocco",1841,0,0,NA,0,0,0
"Morocco",1842,0,0,NA,0,0,0
"Morocco",1843,0,0,NA,0,0,0
"Morocco",1844,0,0,NA,0,0,0
"Morocco",1845,0,0,NA,0,0,0
"Morocco",1846,0,0,NA,0,0,0
"Morocco",1847,0,0,NA,0,0,0
"Morocco",1848,0,0,NA,0,0,0
"Morocco",1849,0,0,NA,0,0,0
"Morocco",1850,0,0,NA,0,0,0
"Morocco",1851,0,0,NA,0,0,0
"Morocco",1852,0,0,NA,0,0,0
"Morocco",1853,0,0,NA,0,0,0
"Morocco",1854,0,0,NA,0,0,0
"Morocco",1855,0,0,NA,0,0,0
"Morocco",1856,0,0,NA,0,0,0
"Morocco",1857,0,0,NA,0,0,0
"Morocco",1858,0,0,NA,0,0,0
"Morocco",1859,0,0,NA,0,0,0
"Morocco",1860,0,0,NA,0,0,0
"Morocco",1861,0,0,NA,0,0,0
"Morocco",1862,0,0,NA,0,0,0
"Morocco",1863,0,0,NA,0,0,0
"Morocco",1864,0,0,0,0,0,0
"Morocco",1865,0,0,0,0,0,0
"Morocco",1866,0,0,0,0,0,0
"Morocco",1867,0,0,0,0,0,0
"Morocco",1868,0,0,0,0,0,0
"Morocco",1869,0,0,0,0,0,0
"Morocco",1870,0,0,0,0,0,0
"Morocco",1871,0,0,0,0,0,0
"Morocco",1872,0,0,0,0,0,0
"Morocco",1873,0,0,0,0,0,0
"Morocco",1874,0,0,0,0,0,0
"Morocco",1875,0,0,0,0,0,0
"Morocco",1876,0,0,0,0,0,0
"Morocco",1877,0,0,0,0,0,0
"Morocco",1878,0,0,0,0,0,0
"Morocco",1879,0,0,0,0,0,0
"Morocco",1880,0,0,0,0,0,0
"Morocco",1881,0,0,0,0,0,0
"Morocco",1882,0,0,0,0,0,0
"Morocco",1883,0,0,0,0,0,0
"Morocco",1884,0,0,0,0,0,0
"Morocco",1885,0,0,0,0,0,0
"Morocco",1886,0,0,0,0,0,0
"Morocco",1887,0,0,0,0,0,0
"Morocco",1888,0,0,0,0,0,0
"Morocco",1889,0,0,0,0,0,0
"Morocco",1890,0,0,0,0,0,0
"Morocco",1891,0,0,0,0,0,0
"Morocco",1892,0,0,0,0,0,0
"Morocco",1893,0,0,0,0,0,0
"Morocco",1894,0,0,0,0,0,0
"Morocco",1895,0,0,0,0,0,0
"Morocco",1896,0,0,0,0,0,0
"Morocco",1897,0,0,0,0,0,0
"Morocco",1898,0,0,0,0,0,0
"Morocco",1899,0,0,0,0,0,0
"Morocco",1900,0,0,0,0,0,0
"Morocco",1901,0,0,0,0,0,0
"Morocco",1902,0,0,0,0,0,0
"Morocco",1903,0,0,0,0,1,0
"Morocco",1904,0,0,0,0,1,0
"Morocco",1905,0,0,0,0,0,0
"Morocco",1906,0,0,0,0,0,0
"Morocco",1907,0,0,0,0,0,0
"Morocco",1908,0,0,0,0,0,0
"Morocco",1909,0,0,0,0,0,0
"Morocco",1910,0,0,0,0,0,0
"Morocco",1911,0,0,0,0,0,0
"Morocco",1912,0,0,0,0,0,0
"Morocco",1956,0,0,0,0,0,0
"Morocco",1957,0,0,0,0,0,0
"Morocco",1958,1,0,0,0,0,0
"Morocco",1959,1,0,0,0,0,0
"Morocco",1960,0,0,0,0,0,0
"Morocco",1961,0,0,0,0,0,0
"Morocco",1962,0,0,0,0,0,0
"Morocco",1963,0,0,0,0,0,0
"Morocco",1964,0,0,0,0,0,0
"Morocco",1965,0,0,0,0,0,0
"Morocco",1966,0,0,0,0,0,0
"Morocco",1967,0,0,0,0,0,0
"Morocco",1968,0,0,0,0,0,0
"Morocco",1969,0,0,0,0,0,0
"Morocco",1970,0,0,0,0,0,0
"Morocco",1971,0,0,0,0,0,0
"Morocco",1972,0,0,0,0,0,0
"Morocco",1973,0,0,0,0,0,0
"Morocco",1974,0,0,0,0,0,0
"Morocco",1975,0,0,0,0,0,0
"Morocco",1976,0,0,0,0,0,0
"Morocco",1977,0,0,0,0,0,0
"Morocco",1978,0,0,0,0,0,0
"Morocco",1979,0,0,0,0,0,0
"Morocco",1980,0,0,1,0,0,0
"Morocco",1981,0,0,1,0,0,0
"Morocco",1982,0,0,1,0,0,0
"Morocco",1983,0,0,1,0,1,1
"Morocco",1984,0,0,0,0,0,1
"Morocco",1985,1,0,0,0,0,0
"Morocco",1986,0,0,0,0,1,0
"Morocco",1987,0,0,0,0,1,0
"Morocco",1988,0,0,0,0,1,0
"Morocco",1989,0,0,0,0,1,0
"Morocco",1990,0,0,0,0,1,0
"Morocco",1991,0,0,0,0,0,0
"Morocco",1992,0,0,0,0,0,0
"Morocco",1993,0,0,0,0,0,0
"Morocco",1994,0,0,0,0,0,0
"Morocco",1995,0,0,0,0,0,0
"Morocco",1996,0,0,0,0,0,0
"Morocco",1997,0,0,0,0,0,0
"Morocco",1998,0,0,0,0,0,0
"Morocco",1999,0,0,1,0,0,0
"Morocco",2000,0,0,1,0,0,0
"Morocco",2001,0,0,1,0,0,0
"Algeria",1962,0,0,NA,0,0,0
"Algeria",1963,0,0,NA,0,0,0
"Algeria",1964,0,0,NA,0,0,0
"Algeria",1965,0,0,NA,0,0,0
"Algeria",1966,0,0,NA,0,0,0
"Algeria",1967,0,0,NA,0,0,0
"Algeria",1968,0,0,NA,0,0,0
"Algeria",1969,0,0,NA,0,0,0
"Algeria",1970,0,0,NA,0,0,0
"Algeria",1971,0,0,NA,0,0,0
"Algeria",1972,0,0,NA,0,0,0
"Algeria",1973,0,0,NA,0,0,0
"Algeria",1974,0,0,NA,0,0,0
"Algeria",1975,0,0,NA,0,0,0
"Algeria",1976,0,0,NA,0,0,0
"Algeria",1977,0,0,NA,0,0,0
"Algeria",1978,0,0,NA,0,0,0
"Algeria",1979,0,0,NA,0,0,0
"Algeria",1980,0,0,NA,0,0,0
"Algeria",1981,0,0,NA,0,0,0
"Algeria",1982,0,0,NA,0,0,0
"Algeria",1983,0,0,NA,0,0,0
"Algeria",1984,0,0,NA,0,0,0
"Algeria",1985,0,0,NA,0,0,0
"Algeria",1986,0,0,NA,0,0,0
"Algeria",1987,0,0,NA,0,0,0
"Algeria",1988,1,0,NA,0,0,0
"Algeria",1989,1,0,NA,0,0,0
"Algeria",1990,1,0,NA,0,0,1
"Algeria",1991,1,1,NA,0,1,1
"Algeria",1992,0,1,NA,0,1,1
"Algeria",1993,0,1,NA,0,1,0
"Algeria",1994,1,1,NA,0,1,0
"Algeria",1995,1,1,NA,0,1,0
"Algeria",1996,0,0,NA,0,1,0
"Algeria",1997,0,0,NA,0,0,0
"Algeria",1998,0,0,NA,0,0,0
"Algeria",1999,0,0,NA,0,0,0
"Algeria",2000,0,0,NA,0,0,0
"Algeria",2001,0,0,NA,0,0,0
"Tunisia",1959,0,0,NA,0,0,0
"Tunisia",1960,0,0,NA,0,0,0
"Tunisia",1961,0,0,NA,0,0,0
"Tunisia",1962,0,0,NA,0,0,0
"Tunisia",1963,0,0,NA,0,1,0
"Tunisia",1964,0,0,NA,0,0,0
"Tunisia",1965,1,0,NA,0,0,0
"Tunisia",1966,0,0,NA,0,0,0
"Tunisia",1967,0,0,NA,0,0,0
"Tunisia",1968,0,0,NA,0,0,0
"Tunisia",1969,0,0,NA,0,0,0
"Tunisia",1970,0,0,NA,0,0,0
"Tunisia",1971,0,0,NA,0,0,0
"Tunisia",1972,0,0,NA,0,0,0
"Tunisia",1973,0,0,NA,0,0,0
"Tunisia",1974,1,0,NA,0,0,0
"Tunisia",1975,0,0,NA,0,0,0
"Tunisia",1976,0,0,NA,0,0,0
"Tunisia",1977,0,0,NA,0,0,0
"Tunisia",1978,1,0,NA,0,0,0
"Tunisia",1979,0,0,NA,0,1,0
"Tunisia",1980,0,0,NA,0,1,0
"Tunisia",1981,0,0,NA,0,1,0
"Tunisia",1982,0,0,NA,0,1,0
"Tunisia",1983,0,0,NA,0,0,0
"Tunisia",1984,0,0,NA,0,0,0
"Tunisia",1985,0,0,NA,0,0,0
"Tunisia",1986,1,0,NA,0,0,0
"Tunisia",1987,0,0,NA,0,0,0
"Tunisia",1988,0,0,NA,0,0,0
"Tunisia",1989,0,0,NA,0,0,0
"Tunisia",1990,0,0,NA,0,0,0
"Tunisia",1991,0,0,NA,0,0,1
"Tunisia",1992,0,0,NA,0,0,1
"Tunisia",1993,0,0,NA,0,0,1
"Tunisia",1994,0,0,NA,0,0,1
"Tunisia",1995,0,0,NA,0,0,1
"Tunisia",1996,0,0,NA,0,0,0
"Tunisia",1997,0,0,NA,0,0,0
"Tunisia",1998,0,0,NA,0,0,0
"Tunisia",1999,0,0,NA,0,0,0
"Tunisia",2000,0,0,NA,0,0,0
"Tunisia",2001,0,0,NA,0,0,0
"Turkey",1816,0,0,0,0,0,0
"Turkey",1817,0,0,0,0,0,0
"Turkey",1818,0,0,0,0,0,0
"Turkey",1819,0,1,0,0,0,0
"Turkey",1820,1,0,0,0,0,0
"Turkey",1821,0,0,0,0,0,0
"Turkey",1822,1,0,0,0,0,0
"Turkey",1823,0,0,0,0,0,0
"Turkey",1824,0,0,0,0,0,0
"Turkey",1825,0,0,0,0,0,0
"Turkey",1826,0,1,0,0,0,0
"Turkey",1827,0,0,0,0,0,0
"Turkey",1828,1,1,0,0,0,0
"Turkey",1829,2,0,0,0,0,0
"Turkey",1830,0,0,0,0,0,0
"Turkey",1831,1,1,0,0,0,0
"Turkey",1832,0,0,0,0,0,0
"Turkey",1833,0,0,0,0,0,0
"Turkey",1834,0,0,0,0,0,0
"Turkey",1835,0,0,0,0,0,0
"Turkey",1836,0,0,0,0,0,0
"Turkey",1837,0,1,0,0,0,0
"Turkey",1838,0,0,0,0,0,0
"Turkey",1839,0,0,0,0,0,0
"Turkey",1840,0,0,0,0,0,0
"Turkey",1841,0,0,0,0,0,0
"Turkey",1842,0,0,0,0,0,0
"Turkey",1843,0,0,0,0,0,0
"Turkey",1844,0,0,0,0,0,0
"Turkey",1845,0,0,0,0,0,0
"Turkey",1846,0,0,0,0,0,0
"Turkey",1847,0,0,0,0,0,0
"Turkey",1848,0,1,0,0,0,0
"Turkey",1849,0,0,0,0,0,0
"Turkey",1850,0,0,0,0,0,0
"Turkey",1851,0,0,0,0,0,0
"Turkey",1852,0,0,0,0,0,0
"Turkey",1853,0,0,0,0,0,0
"Turkey",1854,0,0,0,0,0,0
"Turkey",1855,0,0,0,0,0,0
"Turkey",1856,0,0,0,0,0,0
"Turkey",1857,0,0,0,0,0,0
"Turkey",1858,0,0,0,0,0,0
"Turkey",1859,0,0,0,0,0,0
"Turkey",1860,0,0,0,0,0,0
"Turkey",1861,0,0,0,0,0,0
"Turkey",1862,1,0,0,0,0,0
"Turkey",1863,1,0,0,0,0,0
"Turkey",1864,0,0,0,0,0,0
"Turkey",1865,0,0,0,0,0,0
"Turkey",1866,0,0,0,0,0,0
"Turkey",1867,0,0,0,0,0,0
"Turkey",1868,0,0,0,0,0,0
"Turkey",1869,0,0,0,0,0,0
"Turkey",1870,0,0,0,0,0,0
"Turkey",1871,0,0,0,0,0,0
"Turkey",1872,0,0,0,0,0,0
"Turkey",1873,0,0,0,0,0,0
"Turkey",1874,0,0,0,0,0,0
"Turkey",1875,0,0,0,0,0,0
"Turkey",1876,0,0,0,0,1,0
"Turkey",1877,0,0,0,0,1,0
"Turkey",1878,0,0,0,0,1,0
"Turkey",1879,0,0,0,0,1,0
"Turkey",1880,0,0,0,0,1,0
"Turkey",1881,0,0,0,0,1,0
"Turkey",1882,0,0,0,0,0,0
"Turkey",1883,0,0,0,0,0,0
"Turkey",1884,0,0,0,0,0,0
"Turkey",1885,0,0,0,0,0,0
"Turkey",1886,0,0,0,0,0,0
"Turkey",1887,0,0,0,0,0,0
"Turkey",1888,0,0,0,0,0,0
"Turkey",1889,0,0,0,0,0,0
"Turkey",1890,0,0,0,0,0,0
"Turkey",1891,0,0,0,0,0,0
"Turkey",1892,0,0,0,0,0,0
"Turkey",1893,0,0,0,0,0,0
"Turkey",1894,0,0,0,0,0,0
"Turkey",1895,0,0,0,0,0,0
"Turkey",1896,0,0,0,0,0,0
"Turkey",1897,0,0,0,0,0,0
"Turkey",1898,0,0,0,0,0,0
"Turkey",1899,0,0,0,0,0,0
"Turkey",1900,0,0,0,0,0,0
"Turkey",1901,0,0,0,0,0,0
"Turkey",1902,0,0,0,0,0,0
"Turkey",1903,0,0,0,0,0,0
"Turkey",1904,0,0,0,0,0,0
"Turkey",1905,0,0,0,0,0,0
"Turkey",1906,0,0,0,0,0,0
"Turkey",1907,0,0,0,0,0,0
"Turkey",1908,0,0,0,0,0,0
"Turkey",1909,0,0,0,0,0,0
"Turkey",1910,0,0,0,0,0,0
"Turkey",1911,0,0,0,0,0,0
"Turkey",1912,0,0,0,0,0,0
"Turkey",1913,0,0,0,0,0,0
"Turkey",1914,0,0,0,0,0,0
"Turkey",1915,0,0,0,0,1,0
"Turkey",1916,0,0,0,0,1,0
"Turkey",1917,0,0,0,0,1,0
"Turkey",1918,0,0,0,0,1,0
"Turkey",1919,0,0,0,0,1,0
"Turkey",1920,1,0,0,0,1,0
"Turkey",1921,1,0,0,0,1,0
"Turkey",1922,0,0,0,0,1,0
"Turkey",1923,0,0,0,0,1,0
"Turkey",1924,0,0,0,0,1,0
"Turkey",1925,0,0,0,0,1,0
"Turkey",1926,0,0,0,0,1,0
"Turkey",1927,0,0,0,0,1,0
"Turkey",1928,0,0,0,0,1,0
"Turkey",1929,0,0,0,0,0,0
"Turkey",1930,0,0,0,0,0,0
"Turkey",1931,0,0,0,0,1,1
"Turkey",1932,0,0,0,0,1,0
"Turkey",1933,0,0,0,0,0,0
"Turkey",1934,0,0,0,0,0,0
"Turkey",1935,0,0,0,0,0,0
"Turkey",1936,0,0,0,0,0,0
"Turkey",1937,0,0,0,0,0,0
"Turkey",1938,0,0,0,0,0,0
"Turkey",1939,0,0,0,0,0,0
"Turkey",1940,0,0,0,0,1,0
"Turkey",1941,0,1,0,0,1,0
"Turkey",1942,0,1,0,0,1,0
"Turkey",1943,0,0,0,0,1,0
"Turkey",1944,0,0,0,0,0,0
"Turkey",1945,0,0,0,0,0,0
"Turkey",1946,1,0,0,0,0,0
"Turkey",1947,0,0,0,0,0,0
"Turkey",1948,0,0,0,0,0,0
"Turkey",1949,0,0,0,0,0,0
"Turkey",1950,0,0,0,0,0,0
"Turkey",1951,0,0,0,0,0,0
"Turkey",1952,0,0,0,0,0,0
"Turkey",1953,0,0,0,0,0,0
"Turkey",1954,0,0,0,0,0,0
"Turkey",1955,0,0,0,0,0,0
"Turkey",1956,0,0,0,0,0,0
"Turkey",1957,1,0,0,0,0,0
"Turkey",1958,0,1,0,0,0,0
"Turkey",1959,1,1,0,0,1,0
"Turkey",1960,0,0,0,0,0,0
"Turkey",1961,0,0,0,0,0,0
"Turkey",1962,0,0,0,0,0,0
"Turkey",1963,0,0,0,0,0,0
"Turkey",1964,0,0,0,0,0,0
"Turkey",1965,0,0,0,0,1,0
"Turkey",1966,0,0,0,0,0,0
"Turkey",1967,0,0,0,0,0,0
"Turkey",1968,0,0,0,0,0,0
"Turkey",1969,0,0,0,0,0,0
"Turkey",1970,0,0,0,0,0,0
"Turkey",1971,1,0,0,0,0,0
"Turkey",1972,0,0,0,0,0,0
"Turkey",1973,0,0,0,0,0,0
"Turkey",1974,0,0,0,0,0,0
"Turkey",1975,0,0,0,0,0,0
"Turkey",1976,0,0,0,0,0,0
"Turkey",1977,1,1,0,0,0,0
"Turkey",1978,1,1,0,0,1,0
"Turkey",1979,1,1,0,0,1,0
"Turkey",1980,1,1,0,0,0,0
"Turkey",1981,1,1,0,0,0,0
"Turkey",1982,1,1,0,0,1,1
"Turkey",1983,1,1,0,0,0,1
"Turkey",1984,1,1,0,0,0,1
"Turkey",1985,1,1,0,0,0,1
"Turkey",1986,1,1,0,0,0,0
"Turkey",1987,1,1,0,0,0,0
"Turkey",1988,1,1,1,0,0,0
"Turkey",1989,1,1,0,0,0,0
"Turkey",1990,1,1,1,0,0,0
"Turkey",1991,1,1,1,0,0,1
"Turkey",1992,1,1,1,0,0,0
"Turkey",1993,1,1,0,0,0,0
"Turkey",1994,1,1,1,0,0,1
"Turkey",1995,1,1,1,0,0,0
"Turkey",1996,1,1,0,0,0,0
"Turkey",1997,1,1,0,0,0,0
"Turkey",1998,1,1,1,0,0,0
"Turkey",1999,1,1,0,0,0,0
"Turkey",2000,1,1,1,0,0,1
"Turkey",2001,1,1,1,1,1,0
"Egypt",1922,0,0,NA,0,0,0
"Egypt",1923,0,0,NA,0,0,0
"Egypt",1924,0,0,NA,0,0,0
"Egypt",1925,0,0,NA,0,0,0
"Egypt",1926,0,0,NA,0,0,0
"Egypt",1927,0,0,NA,0,0,0
"Egypt",1928,0,0,NA,0,0,0
"Egypt",1929,0,0,NA,0,0,0
"Egypt",1930,0,0,NA,0,0,0
"Egypt",1931,0,0,NA,0,0,0
"Egypt",1932,0,0,NA,0,0,0
"Egypt",1933,0,0,NA,0,0,0
"Egypt",1934,0,1,NA,0,0,0
"Egypt",1935,0,0,NA,0,0,0
"Egypt",1936,0,0,NA,0,0,0
"Egypt",1937,0,0,NA,0,0,0
"Egypt",1938,0,0,NA,0,0,0
"Egypt",1939,0,0,NA,0,0,0
"Egypt",1940,0,0,NA,0,0,0
"Egypt",1941,0,1,NA,0,0,0
"Egypt",1942,0,1,NA,0,0,0
"Egypt",1943,0,0,NA,0,0,0
"Egypt",1944,0,0,NA,0,0,0
"Egypt",1945,0,0,NA,0,0,0
"Egypt",1946,0,0,NA,0,0,0
"Egypt",1947,0,0,NA,0,0,0
"Egypt",1948,0,0,NA,0,0,0
"Egypt",1949,1,0,NA,0,0,0
"Egypt",1950,0,0,NA,0,0,0
"Egypt",1951,0,0,NA,0,0,0
"Egypt",1952,0,0,NA,0,0,0
"Egypt",1953,0,0,NA,0,0,0
"Egypt",1954,0,0,NA,0,0,0
"Egypt",1955,0,0,NA,0,0,0
"Egypt",1956,0,0,NA,0,0,0
